,GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
108,1003536.0,11380,Winfield Solid Waste Facility,FL,1347 NW Oosterhoudt Lane,Lake City,Columbia,32055.0,30.2563,-82.703986,Public,"Columbia County, FL",1973.0,2026.0,Open,1692258.0,2021.0,No,,,180994-0,Candidate,,,,Unknown,Unknown,,,,,,
109,,389,Wright LF,FL,Percy Lane & N Beal Extension,Fort Walton Beach,Okaloosa,32547.0,30.4757,-86.6418,Public,"Okaloosa County Public Works, FL",1961.0,1992.0,Closed,6542657.0,,No,,,454-0,Low Potential,,,,Unknown,Unknown,,,,,,
110,1001909.0,398,Zemel Road Landfill,FL,29751 Zemel Road,Punta Gorda,Charlotte,33955.0,26.794446,-81.960278,Public,"Charlotte County Solid Waste, FL",1975.0,2036.0,Open,5179684.0,2021.0,Yes,0.408,0.0,463-0,Operational,Project #1,2011-10-14 00:00:00,,Electricity,Reciprocating Engine,,1.36,3.0,0.69,0.06882,0.00705
0,1006056.0,445,Athens-Clarke County Landfill,GA,5700 Lexington Road,Winterville,Clarke,30683.0,33.929,-83.2627,Public,Unified Government of Athens-Clarke County (ACCUG),1977.0,2064.0,Open,3433713.0,2020.0,Yes,0.449,0.0,510-0,Operational,Project #1,2013-10-04 00:00:00,,Electricity,Reciprocating Engine,,0.9,1.6,0.47,0.04554,0.00466
1,1003450.0,10401,Atkinson County - SR 50 MSWL,GA,64 Author Davis Drive,Willacoochee,Atkinson,31650.0,31.319415,-82.964286,Public,"Atkinson County, GA",1997.0,2070.0,Open,1253107.0,2021.0,No,,,180879-0,Candidate,,,,Unknown,Unknown,,,,,,
2,1012394.0,447,Baker Place Road Landfill (Ph 1 & 2),GA,468 Chamblin Road,Grovetown,Columbia,30813.0,33.489158,-82.234624,Public,"Columbia County, GA",1982.0,2006.0,Closed,1699885.0,2006.0,Yes,0.13,0.13,512-0,Low Potential,,,,Unknown,Unknown,,,,,,
3,1006619.0,1985,Bartow County MSWLF,GA,"40 Allatoona Dam Road
between Hwy 41 & S.R. 293",Cartersville,Bartow,30120.0,34.1438,-84.7648,Public,"Bartow County, GA",1979.0,2050.0,Open,1997023.0,2008.0,Yes,0.213,0.213,167070-0,Candidate,,,,Unknown,Unknown,,,,,,
4,1007900.0,468,BJ Landfill,GA,2901 Jones Mill Road,Norcross,Gwinnett,30071.0,33.93045,-84.23786,Private,WM,1955.0,1999.0,Closed,4061918.0,1999.0,Yes,0.912,,533-0,Shutdown,Project #1,1993-01-01 00:00:00,2009-12-31 00:00:00,Electricity,Reciprocating Engine,,1.73,2.4,1.0,,
5,1007900.0,468,BJ Landfill,GA,2901 Jones Mill Road,Norcross,Gwinnett,30071.0,33.93045,-84.23786,Private,WM,1955.0,1999.0,Closed,4061918.0,1999.0,Yes,0.912,,533-1,Shutdown,"Project #1, De-Expansion #1",2010-01-01 00:00:00,2019-12-31 00:00:00,Electricity,Reciprocating Engine,,0.92,1.6,0.53,,
6,1005892.0,2267,Broadhurst Environmental Landfill,GA,4800 Broadhurst Road West,Screven,Wayne,31560.0,31.4708,-81.9411,Private,"Republic Services, Inc.",1993.0,2164.0,Open,14025277.0,2021.0,Yes,2.056,2.056,180357-0,Candidate,,,,Unknown,Unknown,,,,,,
